event_id,contact_key,domain,segment,channel,message_number,message_name,asset_id,campaign_id,event_date,renewal_due_date,days_to_due_at_send,sent,delivered,opened_or_read,clicked,renewed_after_message,renewal_date,revenue_mxn,message_cost_mxn,suppression_leakage_flag
EVT-0003685,AKKY-100662,cliente662.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-18,2026-01-18,0,1,1,1,0,0,,0.0,0.12,0
EVT-0003686,AKKY-100662,cliente662.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-23,2026-01-18,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003687,AKKY-100662,cliente662.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-18,2026-01-18,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003688,AKKY-100662,cliente662.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-23,2026-01-18,5,1,1,1,0,1,2026-01-27,775.53,0.92,0
EVT-0003689,AKKY-100663,cliente663.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-09,2026-01-09,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003690,AKKY-100663,cliente663.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-14,2026-01-09,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003691,AKKY-100663,cliente663.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-09,2026-01-09,0,1,0,0,0,0,,0.0,0.92,0
EVT-0003692,AKKY-100663,cliente663.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-14,2026-01-09,5,1,0,0,0,0,,0.0,0.92,0
EVT-0003693,AKKY-100664,cliente664.mx,Partner,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-04,2026-04-03,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003694,AKKY-100664,cliente664.mx,Partner,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-03,2026-04-03,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003695,AKKY-100664,cliente664.mx,Partner,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-08,2026-04-03,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003696,AKKY-100664,cliente664.mx,Partner,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-04,2026-04-03,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003697,AKKY-100664,cliente664.mx,Partner,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-03,2026-04-03,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003698,AKKY-100664,cliente664.mx,Partner,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-08,2026-04-03,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003699,AKKY-100665,cliente665.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-06,2026-01-06,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003700,AKKY-100665,cliente665.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-11,2026-01-06,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003701,AKKY-100665,cliente665.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-06,2026-01-06,0,1,1,0,0,1,2026-01-07,707.43,0.92,0
EVT-0003702,AKKY-100665,cliente665.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-11,2026-01-06,5,1,1,0,0,0,,0.0,0.92,0
EVT-0003703,AKKY-100666,cliente666.mx,B2B long-tail,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-18,2026-02-17,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003704,AKKY-100666,cliente666.mx,B2B long-tail,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-17,2026-02-17,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003705,AKKY-100666,cliente666.mx,B2B long-tail,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-22,2026-02-17,5,1,1,1,0,0,,0.0,0.12,0
EVT-0003706,AKKY-100666,cliente666.mx,B2B long-tail,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-18,2026-02-17,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003707,AKKY-100666,cliente666.mx,B2B long-tail,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-17,2026-02-17,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003708,AKKY-100666,cliente666.mx,B2B long-tail,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-22,2026-02-17,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003709,AKKY-100667,cliente667.mx,B2B long-tail,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-06,2026-02-05,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003710,AKKY-100667,cliente667.mx,B2B long-tail,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-05,2026-02-05,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003711,AKKY-100667,cliente667.mx,B2B long-tail,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-10,2026-02-05,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003712,AKKY-100667,cliente667.mx,B2B long-tail,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-06,2026-02-05,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003713,AKKY-100667,cliente667.mx,B2B long-tail,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-05,2026-02-05,0,1,1,1,1,0,,0.0,0.92,0
EVT-0003714,AKKY-100667,cliente667.mx,B2B long-tail,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-10,2026-02-05,5,1,1,0,0,0,,0.0,0.92,0
EVT-0003715,AKKY-100668,cliente668.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-07,2026-02-06,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003716,AKKY-100668,cliente668.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-06,2026-02-06,0,1,1,1,0,0,,0.0,0.12,0
EVT-0003717,AKKY-100668,cliente668.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-11,2026-02-06,5,1,1,1,0,0,,0.0,0.12,0
EVT-0003718,AKKY-100668,cliente668.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-07,2026-02-06,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003719,AKKY-100668,cliente668.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-06,2026-02-06,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003720,AKKY-100668,cliente668.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-11,2026-02-06,5,1,1,1,1,0,,0.0,0.92,0
EVT-0003721,AKKY-100669,cliente669.mx,B2B long-tail,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-22,2026-01-22,0,1,1,1,0,0,,0.0,0.12,0
EVT-0003722,AKKY-100669,cliente669.mx,B2B long-tail,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-27,2026-01-22,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003723,AKKY-100669,cliente669.mx,B2B long-tail,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-22,2026-01-22,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003724,AKKY-100669,cliente669.mx,B2B long-tail,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-27,2026-01-22,5,1,1,1,1,0,,0.0,0.92,0
EVT-0003725,AKKY-100670,cliente670.mx,Personal,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-14,2026-02-13,-30,1,1,1,0,0,,0.0,0.12,0
EVT-0003726,AKKY-100670,cliente670.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-13,2026-02-13,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003727,AKKY-100670,cliente670.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-18,2026-02-13,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003728,AKKY-100670,cliente670.mx,Personal,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-14,2026-02-13,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003729,AKKY-100670,cliente670.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-13,2026-02-13,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003730,AKKY-100670,cliente670.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-18,2026-02-13,5,1,1,0,0,0,,0.0,0.92,0
EVT-0003731,AKKY-100671,cliente671.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-09,2026-02-08,-30,1,1,1,0,0,,0.0,0.12,0
EVT-0003732,AKKY-100671,cliente671.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-08,2026-02-08,0,1,1,0,0,1,2026-02-09,920.99,0.12,0
EVT-0003733,AKKY-100671,cliente671.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-13,2026-02-08,5,1,1,0,0,0,,0.0,0.12,1
EVT-0003734,AKKY-100671,cliente671.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-09,2026-02-08,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003735,AKKY-100671,cliente671.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-08,2026-02-08,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003736,AKKY-100671,cliente671.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-13,2026-02-08,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003737,AKKY-100672,cliente672.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-28,2026-03-30,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003738,AKKY-100672,cliente672.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-30,2026-03-30,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003739,AKKY-100672,cliente672.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-04,2026-03-30,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003740,AKKY-100672,cliente672.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-28,2026-03-30,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003741,AKKY-100672,cliente672.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-30,2026-03-30,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003742,AKKY-100672,cliente672.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-04,2026-03-30,5,1,1,0,0,0,,0.0,0.92,0
EVT-0003743,AKKY-100673,cliente673.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-26,2026-02-25,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003744,AKKY-100673,cliente673.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-25,2026-02-25,0,1,1,1,0,0,,0.0,0.12,0
EVT-0003745,AKKY-100673,cliente673.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-02,2026-02-25,5,1,1,1,0,0,,0.0,0.12,0
EVT-0003746,AKKY-100673,cliente673.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-26,2026-02-25,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0003747,AKKY-100673,cliente673.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-25,2026-02-25,0,1,1,1,1,0,,0.0,0.92,0
EVT-0003748,AKKY-100673,cliente673.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-02,2026-02-25,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003749,AKKY-100674,cliente674.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-24,2026-01-24,0,1,1,1,0,0,,0.0,0.12,0
EVT-0003750,AKKY-100674,cliente674.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-29,2026-01-24,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003751,AKKY-100674,cliente674.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-24,2026-01-24,0,1,1,0,0,0,,0.0,0.92,0
EVT-0003752,AKKY-100674,cliente674.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-29,2026-01-24,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003753,AKKY-100675,cliente675.mx,SMB,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-18,2026-04-17,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003754,AKKY-100675,cliente675.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-17,2026-04-17,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003755,AKKY-100675,cliente675.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-22,2026-04-17,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003756,AKKY-100675,cliente675.mx,SMB,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-18,2026-04-17,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003757,AKKY-100675,cliente675.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-17,2026-04-17,0,1,1,0,0,0,,0.0,0.92,0
EVT-0003758,AKKY-100675,cliente675.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-22,2026-04-17,5,1,1,1,1,0,,0.0,0.92,0
EVT-0003759,AKKY-100676,cliente676.mx,Personal,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-05,2026-04-04,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003760,AKKY-100676,cliente676.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-04,2026-04-04,0,1,1,0,0,1,2026-04-06,1030.94,0.12,0
EVT-0003761,AKKY-100676,cliente676.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-09,2026-04-04,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003762,AKKY-100676,cliente676.mx,Personal,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-05,2026-04-04,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003763,AKKY-100676,cliente676.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-04,2026-04-04,0,1,1,1,1,0,,0.0,0.92,0
EVT-0003764,AKKY-100676,cliente676.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-09,2026-04-04,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003765,AKKY-100677,cliente677.mx,SMB,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-09,2026-04-08,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003766,AKKY-100677,cliente677.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-08,2026-04-08,0,1,1,1,0,1,2026-04-08,629.85,0.12,0
EVT-0003767,AKKY-100677,cliente677.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-13,2026-04-08,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003768,AKKY-100677,cliente677.mx,SMB,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-09,2026-04-08,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0003769,AKKY-100677,cliente677.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-08,2026-04-08,0,1,1,0,0,1,2026-04-09,999.65,0.92,0
EVT-0003770,AKKY-100677,cliente677.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-13,2026-04-08,5,1,1,0,0,0,,0.0,0.92,0
EVT-0003771,AKKY-100678,cliente678.mx,B2B long-tail,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-21,2026-02-20,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003772,AKKY-100678,cliente678.mx,B2B long-tail,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-20,2026-02-20,0,1,1,0,0,1,2026-02-20,988.74,0.12,0
EVT-0003773,AKKY-100678,cliente678.mx,B2B long-tail,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-25,2026-02-20,5,1,1,1,0,0,,0.0,0.12,0
EVT-0003774,AKKY-100678,cliente678.mx,B2B long-tail,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-21,2026-02-20,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003775,AKKY-100678,cliente678.mx,B2B long-tail,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-20,2026-02-20,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003776,AKKY-100678,cliente678.mx,B2B long-tail,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-25,2026-02-20,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003777,AKKY-100679,cliente679.mx,SMB,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-21,2026-04-20,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003778,AKKY-100679,cliente679.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-20,2026-04-20,0,1,1,1,0,0,,0.0,0.12,0
EVT-0003779,AKKY-100679,cliente679.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-25,2026-04-20,5,1,1,1,0,1,2026-04-29,1022.29,0.12,0
EVT-0003780,AKKY-100679,cliente679.mx,SMB,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-21,2026-04-20,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0003781,AKKY-100679,cliente679.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-20,2026-04-20,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003782,AKKY-100679,cliente679.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-25,2026-04-20,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003783,AKKY-100680,cliente680.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-11,2026-04-10,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003784,AKKY-100680,cliente680.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-10,2026-04-10,0,1,1,1,0,1,2026-04-11,748.71,0.12,0
EVT-0003785,AKKY-100680,cliente680.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-15,2026-04-10,5,1,1,1,0,0,,0.0,0.12,0
EVT-0003786,AKKY-100680,cliente680.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-11,2026-04-10,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003787,AKKY-100680,cliente680.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-10,2026-04-10,0,1,0,0,0,0,,0.0,0.92,0
EVT-0003788,AKKY-100680,cliente680.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-15,2026-04-10,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003789,AKKY-100681,cliente681.mx,Personal,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-19,2026-03-21,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003790,AKKY-100681,cliente681.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-21,2026-03-21,0,1,1,1,0,0,,0.0,0.12,0
EVT-0003791,AKKY-100681,cliente681.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-26,2026-03-21,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003792,AKKY-100681,cliente681.mx,Personal,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-19,2026-03-21,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003793,AKKY-100681,cliente681.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-21,2026-03-21,0,1,1,1,0,1,2026-03-23,912.13,0.92,0
EVT-0003794,AKKY-100681,cliente681.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-26,2026-03-21,5,1,1,1,0,1,2026-03-29,938.83,0.92,1
EVT-0003795,AKKY-100682,cliente682.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-20,2026-01-20,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003796,AKKY-100682,cliente682.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-25,2026-01-20,5,1,0,0,0,0,,0.0,0.12,0
EVT-0003797,AKKY-100682,cliente682.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-20,2026-01-20,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003798,AKKY-100682,cliente682.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-25,2026-01-20,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003799,AKKY-100683,cliente683.mx,B2B long-tail,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-24,2026-04-23,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003800,AKKY-100683,cliente683.mx,B2B long-tail,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-23,2026-04-23,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003801,AKKY-100683,cliente683.mx,B2B long-tail,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-28,2026-04-23,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003802,AKKY-100683,cliente683.mx,B2B long-tail,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-24,2026-04-23,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0003803,AKKY-100683,cliente683.mx,B2B long-tail,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-23,2026-04-23,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003804,AKKY-100683,cliente683.mx,B2B long-tail,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-28,2026-04-23,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003805,AKKY-100684,cliente684.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-30,2026-01-30,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003806,AKKY-100684,cliente684.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-04,2026-01-30,5,1,1,1,0,0,,0.0,0.12,0
EVT-0003807,AKKY-100684,cliente684.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-30,2026-01-30,0,1,1,1,0,1,2026-02-01,712.62,0.92,0
EVT-0003808,AKKY-100684,cliente684.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-04,2026-01-30,5,1,1,1,0,0,,0.0,0.92,0
EVT-0003809,AKKY-100685,cliente685.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-23,2026-03-25,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003810,AKKY-100685,cliente685.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-25,2026-03-25,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003811,AKKY-100685,cliente685.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-30,2026-03-25,5,1,1,0,0,0,,0.0,0.12,0
EVT-0003812,AKKY-100685,cliente685.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-23,2026-03-25,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0003813,AKKY-100685,cliente685.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-25,2026-03-25,0,1,1,1,0,0,,0.0,0.92,0
EVT-0003814,AKKY-100685,cliente685.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-30,2026-03-25,5,1,1,0,0,0,,0.0,0.92,0
EVT-0003815,AKKY-100686,cliente686.mx,Partner,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-06,2026-02-05,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0003816,AKKY-100686,cliente686.mx,Partner,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-05,2026-02-05,0,1,1,0,0,0,,0.0,0.12,0
EVT-0003817,AKKY-100686,cliente686.mx,Partner,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-10,2026-02-05,5,1,1,1,0,0,,0.0,0.12,0
